Surface,Winner,Loser,WRank,LRank,Wsets,Lsets,Comment,upset,year
Hard,Lestienne C.,Tabilo A.,76,70,2,0,Completed,1,2022
Hard,Evans D.,Daniel T.,25,95,2,0,Completed,0,2022
Hard,Nakashima B.,Kudla D.,69,104,2,0,Completed,0,2022
Hard,Giron M.,Duckworth J.,58,83,2,0,Completed,0,2022
Hard,Evans D.,Lestienne C.,25,76,2,0,Completed,0,2022
Hard,O Connell C.,Brooksby J.,130,50,2,1,Completed,1,2022
Hard,Nakashima B.,Galan D.E.,69,75,2,1,Completed,0,2022
Hard,Giron M.,Evans D.,58,25,2,0,Completed,1,2022
Hard,Nakashima B.,O Connell C.,69,130,2,0,Completed,0,2022
Hard,Nakashima B.,Giron M.,69,58,2,0,Completed,1,2022
Hard,Kovacevic A.,Kecmanovic M.,222,32,2,0,Completed,1,2022
Hard,Albot R.,Moriya H.,91,261,2,0,Completed,0,2022
Hard,Uchida K.,Hong S.,163,471,2,0,Completed,0,2022
Hard,Jarry N.,Peniston R.,111,140,2,0,Completed,0,2022
Hard,Johnson S.,Nam J.S.,117,590,2,0,Completed,0,2022
Hard,Mcdonald M.,Martinez P.,82,67,2,0,Completed,1,2022
Hard,Brooksby J.,Wu T.L.,46,212,2,1,Completed,0,2022
Hard,Nishioka Y.,Evans D.,56,25,2,0,Completed,1,2022
Hard,Kwon S.W.,Chung Y.,121,426,2,1,Completed,0,2022
Hard,Daniel T.,Gomez E.,92,102,2,0,Completed,0,2022
Hard,Shapovalov D.,Munar J.,24,59,2,0,Completed,0,2022
Hard,Albot R.,Johnson S.,91,117,2,0,Completed,0,2022
Hard,Norrie C.,Uchida K.,8,163,2,0,Completed,0,2022
Hard,Brooksby J.,Kwon S.W.,46,121,2,0,Completed,0,2022
Hard,Kovacevic A.,Tseng C. H.,222,88,2,1,Completed,1,2022
Hard,Mcdonald M.,Mochizuki S.,82,417,2,0,Completed,0,2022
Hard,Nishioka Y.,Daniel T.,56,92,2,0,Completed,0,2022
Hard,Ruud C.,Jarry N.,2,111,2,1,Completed,0,2022
Hard,Shapovalov D.,Albot R.,24,91,2,0,Completed,0,2022
Hard,Nishioka Y.,Ruud C.,56,2,2,1,Completed,1,2022
Hard,Kovacevic A.,Mcdonald M.,222,82,2,1,Completed,1,2022
Hard,Shapovalov D.,Brooksby J.,24,46,2,0,Completed,0,2022
Hard,Nishioka Y.,Kovacevic A.,56,222,2,1,Completed,0,2022
Hard,Nishioka Y.,Shapovalov D.,56,24,2,0,Completed,1,2022
Hard,Majchrzak K.,Berankis R.,119,120,2,0,Completed,0,2022
Hard,Lazarov A.,Lehecka J.,334,74,2,0,Completed,1,2022
Hard,Ivashka I.,Ymer M.,71,94,2,1,Completed,0,2022
Hard,Rune H.,Van Rijthoven T.,31,109,2,0,Completed,0,2022
Hard,Otte O.,Madaras D.,55,314,2,0,Completed,0,2022
Hard,Borges N.,Basic M.,93,292,2,1,Completed,0,2022
Hard,Humbert U.,Kuzmanov D.,110,158,2,0,Completed,0,2022
Hard,Vukic A.,Fognini F.,144,57,2,0,Completed,1,2022
Hard,Sonego L.,Zapata Miralles B.,45,78,2,0,Completed,0,2022
Hard,Huesler M.A.,Blancaneaux G.,95,139,2,0,Completed,0,2022
Hard,Struff J.L.,Lajovic D.,132,86,2,1,Completed,1,2022
Hard,Verdasco F.,Basilashvili N.,116,37,2,0,Completed,1,2022
Hard,Ivashka I.,Dimitrov G.,71,23,2,0,Completed,1,2022
Hard,Musetti L.,Lazarov A.,30,334,2,1,Completed,0,2022
Hard,Struff J.L.,Humbert U.,132,110,2,0,Completed,1,2022
Hard,Majchrzak K.,Otte O.,119,55,2,1,Completed,1,2022
Hard,Rune H.,Sonego L.,31,45,2,1,Completed,0,2022
Hard,Huesler M.A.,Carreno Busta P.,95,14,2,1,Completed,1,2022
Hard,Sinner J.,Borges N.,10,93,2,0,Completed,0,2022
Hard,Vukic A.,Verdasco F.,144,116,2,1,Completed,1,2022
Hard,Huesler M.A.,Majchrzak K.,95,119,2,1,Completed,0,2022
Hard,Musetti L.,Struff J.L.,30,132,2,0,Completed,0,2022
Hard,Sinner J.,Vukic A.,10,144,2,0,Completed,0,2022
Hard,Rune H.,Ivashka I.,31,71,2,1,Completed,0,2022
Hard,Huesler M.A.,Musetti L.,95,30,2,0,Completed,1,2022
Hard,Huesler M.A.,Rune H.,95,31,2,0,Completed,1,2022
Hard,Safiullin R.,Grenier H.,104,97,2,1,Completed,1,2022
Hard,Thiem D.,Djere L.,173,72,2,1,Completed,1,2022
Hard,Broady L.,Medjedovic H.,174,255,2,0,Completed,0,2022
Hard,Van De Zandschulp B.,Sousa J.,35,61,2,0,Completed,0,2022
Hard,Etcheverry T.,Karatsev A.,87,39,2,1,Completed,1,2022
Hard,Rinderknech A.,Copil M.,58,350,2,1,Completed,0,2022
Hard,Ruusuvuori E.,Wolf J.J.,54,75,2,0,Completed,0,2022
Hard,Korda S.,Ilkel C.,44,382,2,0,Completed,0,2022
Hard,Pospisil V.,Griekspoor T.,149,52,2,1,Completed,1,2022
Hard,Leshem E.,Oliel Y.,446,383,2,0,Completed,1,2022
Hard,Andujar P.,Monteiro T.,115,62,2,0,Completed,1,2022
Hard,Lestienne C.,Mannarino A.,68,51,2,0,Completed,1,2022
Hard,Safiullin R.,Etcheverry T.,104,87,2,0,Completed,1,2022
Hard,Cressy M.,Korda S.,34,44,2,0,Completed,0,2022
Hard,Cilic M.,Thiem D.,16,173,2,1,Completed,0,2022
Hard,Lestienne C.,Ruusuvuori E.,68,54,2,0,Completed,1,2022
Hard,Broady L.,Van De Zandschulp B.,174,35,2,1,Completed,1,2022
Hard,Rinderknech A.,Schwartzman D.,58,17,2,1,Completed,1,2022
Hard,Pospisil V.,Leshem E.,149,446,2,0,Completed,0,2022
Hard,Djokovic N.,Andujar P.,7,115,2,0,Completed,0,2022
Hard,Lestienne C.,Cressy M.,68,34,2,1,Completed,1,2022
Hard,Safiullin R.,Rinderknech A.,104,58,2,0,Completed,1,2022
Hard,Djokovic N.,Pospisil V.,7,149,2,0,Completed,0,2022
Hard,Djokovic N.,Safiullin R.,7,104,2,0,Completed,0,2022
Hard,Cilic M.,Lestienne C.,16,68,2,0,Completed,0,2022
Hard,Djokovic N.,Cilic M.,7,16,2,0,Completed,0,2022
Hard,Van De Zandschulp B.,Zhukayev B.,34,327,2,0,Completed,0,2022
Hard,Mannarino A.,Wawrinka S.,51,191,2,1,Completed,0,2022
Hard,Zhang Zh.,Karatsev A.,126,39,2,1,Completed,1,2022
Hard,Hurkacz H.,Cerundolo F.,10,29,2,0,Completed,0,2022
Hard,Bautista Agut R.,Auger-Aliassime F.,21,13,2,0,Completed,1,2022
Hard,Rublev A.,Djere L.,9,76,2,0,Completed,0,2022
Hard,Khachanov K.,Cressy M.,18,32,2,0,Completed,0,2022
Hard,Kotov P.,Davidovich Fokina A.,103,31,2,0,Completed,1,2022
Hard,Tsitsipas S.,Kukushkin M.,6,221,2,0,Completed,0,2022
Hard,Nardi L.,Shevchenko A.,152,146,2,0,Completed,1,2022
Hard,Goffin D.,Alcaraz C.,66,1,2,0,Completed,1,2022
Hard,Bublik A.,Griekspoor T.,43,54,2,1,Completed,0,2022
Hard,Medvedev D.,Ramos-Vinolas A.,4,40,2,0,Completed,0,2022
Hard,Cilic M.,Otte O.,14,55,2,1,Completed,0,2022
Hard,Ruusuvuori E.,Huesler M.A.,53,64,2,0,Completed,0,2022
Hard,Djokovic N.,Garin C.,7,81,2,0,Completed,0,2022
Hard,Rublev A.,Zhang Zh.,9,126,2,0,Completed,0,2022
Hard,Mannarino A.,Goffin D.,51,66,2,1,Completed,0,2022
Hard,Bautista Agut R.,Kotov P.,21,103,2,0,Completed,0,2022
Hard,Tsitsipas S.,Nardi L.,6,152,2,0,Completed,0,2022
Hard,Khachanov K.,Cilic M.,18,14,2,1,Completed,1,2022
Hard,Hurkacz H.,Bublik A.,10,43,2,0,Completed,0,2022
Hard,Djokovic N.,Van De Zandschulp B.,7,34,2,0,Completed,0,2022
Hard,Medvedev D.,Ruusuvuori E.,4,53,2,0,Completed,0,2022
Hard,Rublev A.,Mannarino A.,9,51,2,0,Completed,0,2022
Hard,Tsitsipas S.,Hurkacz H.,6,10,2,0,Completed,0,2022
Hard,Djokovic N.,Khachanov K.,7,18,2,0,Completed,0,2022
Hard,Medvedev D.,Bautista Agut R.,4,21,2,0,Completed,0,2022
Hard,Tsitsipas S.,Rublev A.,6,9,2,1,Completed,0,2022
Hard,Djokovic N.,Tsitsipas S.,7,6,2,0,Completed,1,2022
Hard,Martinez P.,Popyrin A.,68,93,2,0,Completed,0,2022
Hard,Nakashima B.,Mochizuki S.,47,401,2,0,Completed,0,2022
Hard,Zapata Miralles B.,Daniel T.,80,95,2,0,Completed,0,2022
Hard,Tiafoe F.,Uchiyama Y.,19,314,2,0,Completed,0,2022
Hard,Mcdonald M.,Uchida K.,78,155,2,1,Completed,0,2022
Hard,Kwon S.W.,De Minaur A.,120,23,2,0,Completed,1,2022
Hard,Coric B.,Kokkinakis T.,28,91,2,0,Completed,0,2022
Hard,Evans D.,Albot R.,25,86,2,1,Completed,0,2022
Hard,Munar J.,Ruud C.,58,3,2,0,Completed,1,2022
Hard,Noguchi R.,Ramanathan R.,291,297,2,1,Completed,0,2022
Hard,Kyrgios N.,Tseng C. H.,20,87,2,0,Completed,0,2022
Hard,Majchrzak K.,Shimabukuro S.,121,353,2,0,Completed,0,2022
Hard,Moriya H.,Shimizu Y.,253,451,2,0,Completed,0,2022
Hard,Kecmanovic M.,Nishioka Y.,33,41,2,1,Completed,0,2022
Hard,Shapovalov D.,Johnson S.,22,112,2,0,Completed,0,2022
Hard,Fritz T.,Duckworth J.,11,109,2,1,Completed,0,2022
Hard,Kwon S.W.,Mcdonald M.,120,78,2,1,Completed,1,2022
Hard,Martinez P.,Munar J.,68,58,2,1,Completed,1,2022
Hard,Tiafoe F.,Zapata Miralles B.,19,80,2,0,Completed,0,2022
Hard,Kecmanovic M.,Evans D.,33,25,2,1,Completed,1,2022
Hard,Kyrgios N.,Majchrzak K.,20,121,2,1,Completed,0,2022
Hard,Coric B.,Nakashima B.,28,47,2,0,Completed,0,2022
Hard,Shapovalov D.,Noguchi R.,22,291,2,0,Completed,0,2022
Hard,Fritz T.,Moriya H.,11,253,2,1,Completed,0,2022
Hard,Tiafoe F.,Kecmanovic M.,19,33,2,0,Completed,0,2022
Hard,Kwon S.W.,Martinez P.,120,68,2,0,Completed,1,2022
Hard,Shapovalov D.,Coric B.,22,28,2,0,Completed,0,2022
Hard,Tiafoe F.,Kwon S.W.,19,120,2,1,Completed,0,2022
Hard,Fritz T.,Shapovalov D.,11,22,2,1,Completed,0,2022
Hard,Fritz T.,Tiafoe F.,11,19,2,0,Completed,0,2022
Hard,Carballes Baena R.,Galan D.E.,80,71,2,0,Completed,1,2022
Hard,Wolf J.J.,Maestrelli F.,75,186,2,1,Completed,0,2022
Hard,Celikbilek A.,Zeppieri G.,230,170,2,0,Completed,1,2022
Hard,Moutet C.,Cobolli F.,69,164,2,1,Completed,0,2022
Hard,Ymer M.,Van Rijthoven T.,99,116,2,0,Completed,0,2022
Hard,Bublik A.,Garin C.,43,81,2,0,Completed,0,2022
Hard,Otte O.,Fucsovics M.,55,91,2,1,Completed,0,2022
Hard,Zapata Miralles B.,Sonego L.,74,51,2,0,Completed,1,2022
Hard,Nakashima B.,Gasquet R.,46,83,2,0,Completed,0,2022
Hard,Passaro F.,Zhang Zh.,126,110,2,0,Completed,1,2022
Hard,Mcdonald M.,Brooksby J.,79,42,2,1,Completed,1,2022
Hard,Ymer M.,Karatsev A.,99,39,2,1,Completed,1,2022
Hard,Wolf J.J.,Cressy M.,75,33,2,0,Completed,1,2022
Hard,Carballes Baena R.,Berrettini M.,80,16,2,1,Completed,1,2022
Hard,Bublik A.,Moutet C.,43,69,2,0,Completed,0,2022
Hard,Mcdonald M.,Passaro F.,79,126,2,0,Completed,0,2022
Hard,Nakashima B.,Celikbilek A.,46,230,2,0,Completed,0,2022
Hard,Musetti L.,Zapata Miralles B.,28,74,2,0,Completed,0,2022
Hard,Auger-Aliassime F.,Otte O.,13,55,2,1,Completed,0,2022
Hard,Ymer M.,Carballes Baena R.,99,80,2,0,Completed,1,2022
Hard,Wolf J.J.,Bublik A.,75,43,2,1,Completed,1,2022
Hard,Musetti L.,Mcdonald M.,28,79,2,0,Completed,0,2022
Hard,Auger-Aliassime F.,Nakashima B.,13,46,2,0,Completed,0,2022
Hard,Wolf J.J.,Ymer M.,75,99,2,0,Completed,0,2022
Hard,Auger-Aliassime F.,Musetti L.,13,28,2,0,Completed,0,2022
Hard,Auger-Aliassime F.,Wolf J.J.,13,75,2,0,Completed,0,2022
Hard,Monteiro T.,Bonzi B.,65,67,2,0,Completed,0,2022
Hard,Rinderknech A.,Taberner C.,56,130,2,0,Completed,0,2022
Hard,Thiem D.,Sousa J.,165,64,2,0,Completed,1,2022
Hard,Paul T.,Landaluce M.,30,10000,2,0,Completed,0,2022
Hard,Alvarez Varona N.,Trungelliti M.,231,241,2,1,Completed,0,2022
Hard,Giron M.,Ramos-Vinolas A.,62,40,2,1,Completed,1,2022
Hard,Murray A.,Davidovich Fokina A.,48,31,2,0,Completed,1,2022
Hard,Ivashka I.,Lopez F.,70,415,2,1,Completed,0,2022
Hard,Cachin P.,Vatutin A.,61,279,2,0,Completed,0,2022
Hard,Korda S.,Munar J.,47,57,2,0,Completed,0,2022
Hard,Rinderknech A.,Lestienne C.,56,63,2,0,Completed,0,2022
Hard,Paul T.,Alvarez Varona N.,30,231,2,0,Completed,0,2022
Hard,Carreno Busta P.,Monteiro T.,15,65,2,0,Completed,0,2022
Hard,Thiem D.,Giron M.,165,62,2,1,Completed,1,2022
Hard,Cerundolo F.,Guinard M.,29,153,2,0,Completed,0,2022
Hard,Murray A.,Cachin P.,48,61,2,1,Completed,0,2022
Hard,Rublev A.,Ivashka I.,9,70,2,1,Completed,0,2022
Hard,Korda S.,Bautista Agut R.,47,22,2,1,Completed,1,2022
Hard,Thiem D.,Cerundolo F.,165,29,2,0,Completed,1,2022
Hard,Rublev A.,Paul T.,9,30,2,0,Completed,0,2022
Hard,Rinderknech A.,Carreno Busta P.,56,15,2,1,Completed,1,2022
Hard,Korda S.,Murray A.,47,48,2,1,Completed,0,2022
Hard,Rublev A.,Thiem D.,9,165,2,0,Completed,0,2022
Hard,Korda S.,Rinderknech A.,47,56,2,0,Completed,0,2022
Hard,Rublev A.,Korda S.,9,47,2,0,Completed,0,2022
Hard,Draper J.,Brooksby J.,48,41,2,0,Completed,1,2022
Hard,Evans D.,Griekspoor T.,26,68,2,0,Completed,0,2022
Hard,Gasquet R.,Wawrinka S.,82,193,2,1,Completed,0,2022
Hard,Lestienne C.,De Jong J.,69,225,2,0,Completed,0,2022
Hard,Munar J.,Van Rijthoven T.,55,113,2,1,Completed,0,2022
Hard,Nishioka Y.,Van Assche L.,39,241,2,1,Completed,0,2022
Hard,Stricker D.,Van De Zandschulp B.,136,34,2,0,Completed,1,2022
Hard,Cerundolo F.,Huesler M.A.,28,62,2,1,Completed,0,2022
Hard,Goffin D.,Bailly G.,58,1185,2,1,Completed,0,2022
Hard,Guinard M.,Blancaneaux G.,148,147,2,1,Completed,1,2022
Hard,Korda S.,Giron M.,36,60,2,1,Completed,0,2022
Hard,Thiem D.,Geerts M.,132,268,2,0,Completed,0,2022
Hard,Evans D.,Lestienne C.,26,69,2,0,Completed,0,2022
Hard,Gasquet R.,Stricker D.,82,136,2,0,Completed,0,2022
Hard,Nishioka Y.,Munar J.,39,55,2,0,Completed,0,2022
Hard,Hurkacz H.,Draper J.,11,48,2,1,Completed,0,2022
Hard,Korda S.,Khachanov K.,36,18,2,0,Completed,1,2022
Hard,Thiem D.,Cerundolo F.,132,28,2,1,Completed,1,2022
Hard,Goffin D.,Schwartzman D.,58,19,2,0,Completed,1,2022
Hard,Auger-Aliassime F.,Guinard M.,10,148,2,0,Completed,0,2022
Hard,Korda S.,Nishioka Y.,36,39,2,0,Completed,0,2022
Hard,Thiem D.,Hurkacz H.,132,11,2,1,Completed,1,2022
Hard,Gasquet R.,Goffin D.,82,58,2,0,Completed,1,2022
Hard,Auger-Aliassime F.,Evans D.,10,26,2,1,Completed,0,2022
Hard,Korda S.,Thiem D.,36,132,2,1,Completed,0,2022
Hard,Auger-Aliassime F.,Gasquet R.,10,82,2,0,Completed,0,2022
Hard,Auger-Aliassime F.,Korda S.,10,36,2,0,Completed,0,2022
Hard,Daniel T.,Martinez P.,95,59,2,0,Completed,1,2022
Hard,Cachin P.,Mannarino A.,57,42,2,1,Completed,1,2022
Hard,Galan D.E.,Zapata Miralles B.,72,75,2,0,Completed,0,2022
Hard,Borges N.,Ramos-Vinolas A.,94,40,2,0,Completed,1,2022
Hard,Kecmanovic M.,Cobolli F.,30,167,2,0,Completed,0,2022
Hard,Carballes Baena R.,Jarry N.,76,118,2,0,Completed,0,2022
Hard,Baez S.,Sonego L.,37,50,2,0,Completed,0,2022
Hard,Moutet C.,Nardi L.,65,130,2,1,Completed,0,2022
Hard,Mcdonald M.,Passaro F.,74,124,2,0,Completed,0,2022
Hard,Zhang Zh.,Fucsovics M.,109,91,2,0,Completed,1,2022
Hard,Fognini F.,Grenier H.,64,116,2,1,Completed,0,2022
Hard,Djere L.,Gojo B.,78,184,2,0,Completed,0,2022
Hard,Daniel T.,Cachin P.,95,57,2,0,Completed,1,2022
Hard,Zhang Zh.,Baez S.,109,37,2,0,Completed,1,2022
Hard,Berrettini M.,Carballes Baena R.,16,76,2,0,Completed,0,2022
Hard,Mcdonald M.,Bautista Agut R.,74,22,2,0,Completed,1,2022
Hard,Galan D.E.,Borges N.,72,94,2,0,Completed,0,2022
Hard,Musetti L.,Djere L.,24,78,2,0,Completed,0,2022
Hard,Carreno Busta P.,Fognini F.,15,64,2,0,Completed,0,2022
Hard,Berrettini M.,Daniel T.,16,95,2,0,Completed,0,2022
Hard,Musetti L.,Galan D.E.,24,72,2,0,Completed,0,2022
Hard,Mcdonald M.,Zhang Zh.,74,109,2,1,Completed,0,2022
Hard,Kecmanovic M.,Carreno Busta P.,30,15,2,0,Completed,1,2022
Hard,Berrettini M.,Mcdonald M.,16,74,2,1,Completed,0,2022
Hard,Musetti L.,Kecmanovic M.,24,30,2,0,Completed,0,2022
Hard,Musetti L.,Berrettini M.,24,16,2,0,Completed,1,2022
Hard,Cressy M.,Ivashka I.,33,70,2,1,Completed,0,2022
Hard,Garin C.,Kubler J.,89,102,2,0,Completed,0,2022
Hard,Rune H.,Monteiro T.,27,61,2,0,Completed,0,2022
Hard,Karatsev A.,Rosol L.,45,226,2,0,Completed,0,2022
Hard,Bellier A.,Shevchenko A.,192,149,2,0,Completed,1,2022
Hard,De Minaur A.,Bonzi B.,23,63,2,0,Completed,0,2022
Hard,Ruusuvuori E.,Sousa J.,52,67,2,0,Completed,0,2022
Hard,Lehecka J.,Dimitrov G.,77,32,2,1,Completed,1,2022
Hard,Ymer M.,Halys Q.,79,66,2,1,Completed,1,2022
Hard,Paul T.,Borg L.,31,577,2,1,Completed,0,2022
Hard,Wolf J.J.,Molcan A.,56,47,2,0,Completed,1,2022
Hard,Ymer E.,Otte O.,129,54,2,1,Completed,1,2022
Hard,Norrie C.,Karatsev A.,14,45,2,1,Completed,0,2022
Hard,Shapovalov D.,Bellier A.,20,192,2,0,Completed,0,2022
Hard,Rune H.,Garin C.,27,89,2,0,Completed,0,2022
Hard,Tsitsipas S.,Cressy M.,5,33,2,0,Completed,0,2022
Hard,De Minaur A.,Wolf J.J.,23,56,2,0,Completed,0,2022
Hard,Ruusuvuori E.,Lehecka J.,52,77,2,0,Completed,0,2022
Hard,Ymer M.,Paul T.,79,31,2,0,Completed,1,2022
Hard,Tiafoe F.,Ymer E.,17,129,2,1,Completed,0,2022
Hard,De Minaur A.,Shapovalov D.,23,20,2,0,Completed,1,2022
Hard,Rune H.,Norrie C.,27,14,2,1,Completed,1,2022
Hard,Tsitsipas S.,Ymer M.,5,79,2,0,Completed,0,2022
Hard,Ruusuvuori E.,Tiafoe F.,52,17,2,0,Completed,1,2022
Hard,Rune H.,De Minaur A.,27,23,2,1,Completed,1,2022
Hard,Tsitsipas S.,Ruusuvuori E.,5,52,2,0,Completed,0,2022
Hard,Rune H.,Tsitsipas S.,27,5,2,0,Completed,1,2022
Hard,Nakashima B.,Goffin D.,44,53,2,1,Completed,0,2022
Hard,Bublik A.,Karatsev A.,38,60,2,0,Completed,0,2022
Hard,Alcaraz C.,Draper J.,1,45,2,1,Completed,0,2022
Hard,Rinderknech A.,Cilic M.,51,16,2,1,Completed,1,2022
Hard,Carreno Busta P.,Baez S.,15,39,2,0,Completed,0,2022
Hard,Molcan A.,Mcdonald M.,46,65,2,1,Completed,0,2022
Hard,Murray A.,Safiullin R.,49,93,2,1,Completed,0,2022
Hard,Van De Zandschulp B.,Mannarino A.,35,42,2,1,Completed,0,2022
Hard,Stricker D.,Cressy M.,129,34,2,0,Completed,1,2022
Hard,Wawrinka S.,Ruud C.,194,3,2,0,Completed,1,2022
Hard,Bautista Agut R.,Djere L.,22,75,2,0,Completed,0,2022
Hard,Kecmanovic M.,Davidovich Fokina A.,28,31,2,1,Completed,0,2022
Hard,Humbert U.,Brooksby J.,103,50,2,0,Completed,1,2022
Hard,Rune H.,De Minaur A.,25,24,2,0,Completed,1,2022
Hard,Ramos-Vinolas A.,Musetti L.,40,23,2,1,Completed,1,2022
Hard,Auger-Aliassime F.,Huesler M.A.,9,62,2,1,Completed,0,2022
Hard,Rinderknech A.,Molcan A.,51,46,2,0,Completed,1,2022
Hard,Alcaraz C.,Van De Zandschulp B.,1,35,2,0,Completed,0,2022
Hard,Carreno Busta P.,Stricker D.,15,129,2,1,Completed,0,2022
Hard,Bublik A.,Ramos-Vinolas A.,38,40,2,0,Completed,0,2022
Hard,Bautista Agut R.,Murray A.,22,49,2,0,Completed,0,2022
Hard,Auger-Aliassime F.,Kecmanovic M.,9,28,2,0,Completed,0,2022
Hard,Wawrinka S.,Nakashima B.,194,44,2,1,Completed,1,2022
Hard,Rune H.,Humbert U.,25,103,2,0,Completed,0,2022
Hard,Auger-Aliassime F.,Bublik A.,9,38,2,0,Completed,0,2022
Hard,Alcaraz C.,Carreno Busta P.,1,15,2,0,Completed,0,2022
Hard,Bautista Agut R.,Wawrinka S.,22,194,2,0,Completed,0,2022
Hard,Rune H.,Rinderknech A.,25,51,2,0,Completed,0,2022
Hard,Auger-Aliassime F.,Alcaraz C.,9,1,2,0,Completed,1,2022
Hard,Rune H.,Bautista Agut R.,25,22,2,0,Completed,1,2022
Hard,Auger-Aliassime F.,Rune H.,9,25,2,0,Completed,0,2022
Hard,Khachanov K.,Wolf J.J.,18,56,2,0,Completed,0,2022
Hard,Coric B.,Halys Q.,27,69,2,1,Completed,0,2022
Hard,Fritz T.,Nishioka Y.,10,37,2,1,Completed,0,2022
Hard,Cerundolo F.,Misolic F.,29,150,2,0,Completed,0,2022
Hard,Rublev A.,Schwartzman D.,8,21,2,0,Completed,0,2022
Hard,Evans D.,Otte O.,26,54,2,0,Completed,0,2022
Hard,Dimitrov G.,Monteiro T.,32,66,2,0,Completed,0,2022
Hard,Ruusuvuori E.,Sonego L.,43,48,2,0,Completed,0,2022
Hard,Shapovalov D.,Rodionov J.,19,130,2,0,Completed,0,2022
Hard,Thiem D.,Paul T.,113,30,2,1,Completed,1,2022
Hard,Norrie C.,Cachin P.,13,55,2,1,Completed,0,2022
Hard,Hurkacz H.,Tiafoe F.,11,17,2,1,Completed,0,2022
Hard,Giron M.,Griekspoor T.,58,71,2,0,Completed,0,2022
Hard,Sinner J.,Garin C.,12,86,2,0,Completed,0,2022
Hard,Tsitsipas S.,Novak D.,5,155,2,0,Completed,0,2022
Hard,Medvedev D.,Basilashvili N.,4,94,2,0,Completed,0,2022
Hard,Evans D.,Khachanov K.,26,18,2,0,Completed,1,2022
Hard,Shapovalov D.,Fritz T.,19,10,2,1,Completed,1,2022
Hard,Giron M.,Norrie C.,58,13,2,0,Completed,1,2022
Hard,Dimitrov G.,Rublev A.,32,8,2,0,Completed,1,2022
Hard,Hurkacz H.,Ruusuvuori E.,11,43,2,1,Completed,0,2022
Hard,Medvedev D.,Thiem D.,4,113,2,0,Completed,0,2022
Hard,Sinner J.,Cerundolo F.,12,29,2,0,Completed,0,2022
Hard,Coric B.,Tsitsipas S.,27,5,2,1,Completed,1,2022
Hard,Dimitrov G.,Giron M.,32,58,2,1,Completed,0,2022
Hard,Medvedev D.,Sinner J.,4,12,2,0,Completed,0,2022
Hard,Coric B.,Hurkacz H.,27,11,2,1,Completed,1,2022
Hard,Shapovalov D.,Evans D.,19,26,2,0,Completed,0,2022
Hard,Medvedev D.,Dimitrov G.,4,32,2,0,Completed,0,2022
Hard,Shapovalov D.,Coric B.,19,27,2,0,Completed,0,2022
Hard,Medvedev D.,Shapovalov D.,4,19,2,1,Completed,0,2022
Hard,Isner J.,Otte O.,47,57,2,0,Completed,0,2022
Hard,Norrie C.,Kecmanovic M.,13,29,2,0,Completed,0,2022
Hard,Nishioka Y.,Karatsev A.,38,58,2,0,Completed,0,2022
Hard,Fritz T.,Davidovich Fokina A.,11,32,2,0,Completed,0,2022
Hard,Basilashvili N.,Halys Q.,106,69,2,0,Completed,1,2022
Hard,Khachanov K.,Baez S.,19,40,2,0,Completed,0,2022
Hard,Musetti L.,Cilic M.,23,17,2,0,Completed,1,2022
Hard,Gasquet R.,Molcan A.,76,44,2,0,Completed,1,2022
Hard,Cressy M.,Schwartzman D.,34,24,2,0,Completed,1,2022
Hard,Huesler M.A.,Sinner J.,61,12,2,0,Completed,1,2022
Hard,Tiafoe F.,Sonego L.,21,51,2,0,Completed,0,2022
Hard,Ymer M.,Bublik A.,74,36,2,1,Completed,1,2022
Hard,Simon G.,Murray A.,188,48,2,1,Completed,1,2022
Hard,De Minaur A.,Korda S.,25,33,2,1,Completed,0,2022
Hard,Evans D.,Nakashima B.,27,50,2,1,Completed,0,2022
Hard,Moutet C.,Coric B.,64,26,2,1,Completed,1,2022
Hard,Draper J.,Rinderknech A.,45,42,2,0,Completed,1,2022
Hard,Carreno Busta P.,Ramos-Vinolas A.,14,39,2,0,Completed,0,2022
Hard,Fognini F.,Fils A.,59,308,2,1,Completed,0,2022
Hard,Hurkacz H.,Mannarino A.,10,43,2,0,Completed,0,2022
Hard,Paul T.,Bautista Agut R.,31,20,2,0,Completed,1,2022
Hard,Dimitrov G.,Van De Zandschulp B.,28,35,2,0,Completed,0,2022
Hard,Shapovalov D.,Cerundolo F.,16,30,2,1,Completed,0,2022
Hard,Rune H.,Wawrinka S.,18,153,2,1,Completed,0,2022
Hard,Rublev A.,Isner J.,9,47,2,0,Completed,0,2022
Hard,Djokovic N.,Cressy M.,7,34,2,0,Completed,0,2022
Hard,Ruud C.,Gasquet R.,4,76,2,0,Completed,0,2022
Hard,Khachanov K.,Huesler M.A.,19,61,2,1,Completed,0,2022
Hard,Musetti L.,Basilashvili N.,23,106,2,0,Completed,0,2022
Hard,Tsitsipas S.,Evans D.,5,27,2,0,Completed,0,2022
Hard,Tiafoe F.,Draper J.,21,45,2,0,Completed,0,2022
Hard,De Minaur A.,Medvedev D.,25,3,2,1,Completed,1,2022
Hard,Auger-Aliassime F.,Ymer M.,8,74,2,1,Completed,0,2022
Hard,Alcaraz C.,Nishioka Y.,1,38,2,0,Completed,0,2022
Hard,Dimitrov G.,Fognini F.,28,59,2,0,Completed,0,2022
Hard,Simon G.,Fritz T.,188,11,2,1,Completed,1,2022
Hard,Rune H.,Hurkacz H.,18,10,2,0,Completed,1,2022
